,BBCNews_timestamp,BBCNews_tweet_text,BBCNews_cmpd_sntmt,BBCNews_pos_sntmt,BBCNews_neg_sntmt,BBCNews_neu_sntmt,CBSNews_timestamp,CBSNews_tweet_text,CBSNews_cmpd_sntmt,CBSNews_pos_sntmt,CBSNews_neg_sntmt,CBSNews_neu_sntmt,CNN_timestamp,CNN_tweet_text,CNN_cmpd_sntmt,CNN_pos_sntmt,CNN_neg_sntmt,CNN_neu_sntmt,FoxNews_timestamp,FoxNews_tweet_text,FoxNews_cmpd_sntmt,FoxNews_pos_sntmt,FoxNews_neg_sntmt,FoxNews_neu_sntmt,NYT_timestamp,NYT_tweet_text,NYT_cmpd_sntmt,NYT_pos_sntmt,NYT_neg_sntmt,NYT_neu_sntmt
51,01/06/2018 22:41:50,May to reshuffle cabinet on Monday https://t.co/40VerfLpPs,0.0,0.0,0.0,1.0,01/07/2018 22:21:01,"Private company to resume search for lost Malaysia Airlines flight MH370, nearly four years after its disappearance… https://t.co/EVKJH7KImG",-0.3182,0.0,0.119,0.881,01/08/2018 01:32:05,RT @CNNent: Rachel Brosnahan @RachelBros wins Best Performance by an Actress in a Motion Picture - Musical or Comedy for #MrsMaisel. #Golde…,0.886,0.38,0.0,0.62,01/07/2018 23:21:31,".@ArthelNeville: ""Is the AG trying to appease @POTUS?""

@Jamie_Weinstein: ""I think the attorney general has been em… https://t.co/BdYEOOa62R",0.2732,0.11,0.0,0.89,01/07/2018 21:47:00,Intel Faces Scrutiny as Questions Swirl Over Chip Security. https://t.co/TuFNq7uBa5,0.34,0.211,0.0,0.789
52,01/06/2018 20:24:45,Mark Hughes: Stoke City sack manager after poor run https://t.co/GQRNoxiRdT,-0.4767,0.0,0.256,0.744,01/07/2018 22:00:01,It’s widely accepted that Vladimir Putin used disinformation warfare to interfere in our 2016 elections. But how? A… https://t.co/bEyXDyCOP6,-0.0258,0.099,0.103,0.798,01/08/2018 01:30:38,Keep track of all the winners from tonight's Golden Globe Awards here: https://t.co/uTVDvLjqIK https://t.co/LkuMA1OaVo,0.7269,0.337,0.0,0.663,01/07/2018 23:16:00,NJ man arrested 92 times gets decades in prison for killing son's mom https://t.co/S2UxsC3Nk6,-0.8957,0.0,0.495,0.505,01/07/2018 21:33:00,Water Main Break Adds to Misery for Passengers at Kennedy Airport. https://t.co/K8MLwfkJ3T,-0.5719,0.0,0.252,0.748
53,01/06/2018 20:20:46,Airport bars could face hours limits to curb flight rage https://t.co/PyOipVtiSq,-0.5574,0.0,0.265,0.735,01/07/2018 21:41:04,"A terminal at New York City's JFK Airport was evacuated Sunday due to a water main break, adding to an already chao… https://t.co/mBdac9h3ca",0.0,0.0,0.0,1.0,01/08/2018 01:30:08,"ABC is staging ""Scandal"" and ""How to Get Away with Murder"" crossover episodes https://t.co/6FGHLtIpGN https://t.co/EAyaPFUUxI",-0.6908,0.0,0.251,0.749,01/07/2018 23:11:00,Antifa member ordered to pay legal fees of Berkeley conservative over attempted restraining order https://t.co/2boASDxYcv,0.0258,0.094,0.088,0.818,01/07/2018 20:48:00,Iran Bans English in Primary Schools to Block ‘Cultural Invasion’. https://t.co/qpT7GZhf8Q,-0.4404,0.0,0.225,0.775
54,01/06/2018 19:07:34,Philippe Coutinho: Liverpool agree £142m deal with Barcelona for Brazil midfielder https://t.co/O2aWFjG8dt,0.3612,0.185,0.0,0.815,01/07/2018 21:21:01,"Almanac: Fannie Farmer
On January 7, 1896, her ""Boston Cooking-School Cook Book"" was published, inspiring generatio… https://t.co/u2mXtw3eWk",0.4215,0.149,0.0,0.851,01/08/2018 01:21:41,"RT @CNNent: Sam Rockwell wins Best Performance by an Actor in a Supporting Role in a Motion Picture for @3Billboards. #GoldenGlobes
https:/…",0.8957,0.388,0.0,0.612,01/07/2018 23:10:00,"OPINION: Pot is dangerous, not funny -- a doctor tells us why https://t.co/AD8qDFTpzW",-0.6711,0.0,0.355,0.645,01/07/2018 20:47:00,We Have Fewer Crimes. Does That Mean We Need Fewer Police?. https://t.co/TELLCDfvRJ,0.0,0.0,0.0,1.0
55,01/06/2018 18:22:23,RT @BBCScotlandNews: Nico saved: Coastguard team rescues dog from rocks https://t.co/nYXTgnGIsx https://t.co/ya5HM4jxYF,0.6249,0.338,0.0,0.662,01/07/2018 21:01:01,"SpaceX kicks off busy year with launch of mysterious government payload named ""Zuma"" https://t.co/c81FwGo3Be https://t.co/886kYhSxO5",0.0,0.0,0.0,1.0,01/08/2018 01:21:27,"RT @CNNent: Nicole Kidman wins Best Performance by an Actress in a Limited Series or TV Movie for @Big_Little_Lies #GoldenGlobes
https://t.…",0.7906,0.295,0.071,0.634,01/07/2018 23:03:00,#GameofThrones actor Kit Harington kicked out of NYC bar https://t.co/NLxWKkgg2k,0.0,0.0,0.0,1.0,01/07/2018 20:32:00,Opinion: Amber Tamblyn: Redefining the Red Carpet. https://t.co/23uvN49gPa,0.0,0.0,0.0,1.0
56,01/06/2018 18:17:55,Bristol University fire: Crews tackle campus blaze https://t.co/wvoPBTcSLK,-0.34,0.0,0.255,0.745,01/07/2018 20:41:01,"New York City's JFK International Airport struggles to recover after winter storm, and Officials say there aren't e… https://t.co/CVEGRnCpKS",-0.3612,0.0,0.122,0.878,01/08/2018 01:10:34,The dresses are black. The pins say #TimesUp. Sunday's Golden Globes are the first awards show since the Harvey Wei… https://t.co/J0wC5DlqUf,0.4588,0.13,0.0,0.87,01/07/2018 23:00:01,.@HeyTammyBruce: 'Fake but important' Trump book proves liberals don't care about the truth         https://t.co/P3nDYCY7L2,-0.088,0.249,0.266,0.484,01/07/2018 20:17:00,Tweet on Massacre Anniversary Puts Harsh Light on Sinn Fein Member. https://t.co/pWe9v18euB,-0.4404,0.0,0.209,0.791
57,01/06/2018 18:12:13,"RT @BBCWalesNews: 🎉 Happy 104th birthday Trevor 🎂
His secrets to a long life include:
⛰ Hill walks six days a week
🕺 Dancing
🖊 Bingo night…",0.5719,0.163,0.0,0.837,01/07/2018 20:25:30,"Ray Thomas, founding member of The Moody Blues, dead at 76 https://t.co/t80OBxGUnL https://t.co/pSmhTxVXMg",-0.7783,0.0,0.382,0.618,01/08/2018 01:00:18,Children's Health Insurance Program (CHIP) funding could run out as soon as this month in some states… https://t.co/Ce2OpVmHo1,0.0,0.0,0.0,1.0,01/07/2018 22:55:06,".@TomFitton: ""If it's a serious investigation, Mrs. Clinton needs to take some legal counsel and take this more ser… https://t.co/K4LZqQupgT",0.0516,0.076,0.066,0.859,01/07/2018 20:16:00,FX Investigation of Louis C.K. Finds No Evidence of Workplace Misconduct. https://t.co/sJWpvJQ8fH,-0.296,0.0,0.167,0.833
58,01/06/2018 17:53:22,RT @BBCSport: Liverpool have agreed a £142m deal with Barcelona for Philippe Coutinho - it will be the second most expensive transfer of al…,0.2732,0.091,0.0,0.909,01/07/2018 20:21:32,"Tired of the bitter cold sweeping large portions of the U.S.? Take a look at Sydney, Australia, where they're havin… https://t.co/PFjdjiDlZ0",-0.6908,0.0,0.241,0.759,01/08/2018 00:50:49,"All eyes will be on Hollywood on Sunday night for the 75th Annual Golden Globe Awards, and not just for stargazing https://t.co/AfQc8xXNWX",0.4588,0.125,0.0,0.875,01/07/2018 22:54:04,".@PMorici1: ""The bottom line here is American companies are doing better since Mr. Trump won the election. They're… https://t.co/aiKKAuJ4up",0.765,0.28,0.0,0.72,01/07/2018 20:02:00,"Outside Iran’s Most Notorious Prison, Calls for Loved Ones to Be Freed. https://t.co/bIVJG9kXaW",-0.0442,0.295,0.303,0.402
59,01/06/2018 17:23:53,Coventry City 2-1 Stoke City https://t.co/COJAyEOjLY,0.0,0.0,0.0,1.0,01/07/2018 20:01:01,A unique exhibition at Washington's National Gallery of Art features works by the 17th century painter Vermeer and… https://t.co/eQXYr20KuL,0.0,0.0,0.0,1.0,01/08/2018 00:31:59,"""We've got a crazy leading the North Korea and we've got a crazy in the White House."" Democratic Rep. John Garamend… https://t.co/sJHTmdn94r",-0.5859,0.0,0.211,0.789,01/07/2018 22:51:01,".@POTUS, yesterday, on Michael Wolff: ""I never interviewed with him in the @WhiteHouse at all. He was never in the… https://t.co/HZA6ece644",0.0,0.0,0.0,1.0,01/07/2018 19:15:59,Australia Diary: The Sting of Spring. https://t.co/hT8oKaIrl9,0.0,0.0,0.0,1.0
60,01/06/2018 17:15:15,"RT @BBCSport: Liverpool's Philippe Coutinho is understood to be close to completing a move worth about £142m to Barcelona.

Latest: https:/…",0.2263,0.091,0.0,0.909,01/07/2018 19:41:39,"Eight states plus D.C. have legalized marijuana after Colorado's ""great experiment."" Here's what the state is teach… https://t.co/jXNh9Hp3FS",0.6249,0.194,0.0,0.806,01/08/2018 00:30:56,"Seth Meyers will host the 75th Annual Golden Globe Awards, where roughly 90 members of the Hollywood Foreign Press… https://t.co/K7nhL8VbXP",0.4588,0.136,0.0,0.864,01/07/2018 22:48:04,"Trump Book Author Recalls WH Visits, Rebuffs Criticism       https://t.co/jrokFD3Wpp",-0.4404,0.0,0.266,0.734,01/07/2018 19:00:59,"‘Jumanji’ Charges Forth, ‘The Last Jedi’ Fizzles in China. https://t.co/6Lqu4QAEGu",-0.2732,0.0,0.189,0.811
61,01/06/2018 16:55:22,"RT @5liveSport: FT: #SkyBlues 2-1 #SCFC

'Coventry City produce a giant killing... they've knocked out their Premier League opposition!' -…",0.0,0.0,0.0,1.0,01/07/2018 19:21:01,President Trump praised adviser Stephen Miller and blasted CNN following a heated appearance by Miller with CNN's J… https://t.co/n4SbB124y2,0.4939,0.158,0.0,0.842,01/08/2018 00:00:27,Pope Francis is having cards printed and distributed showing a 1945 photo of victims of the nuclear bombing of Naga… https://t.co/Qv5IG3bfHa,-0.3182,0.0,0.108,0.892,01/07/2018 22:46:21,Volunteer attacked with machete while delivering meals to the homeless https://t.co/cqVRT725JZ,-0.4588,0.0,0.231,0.769,01/07/2018 18:47:59,Major Donor Reconsiders Support for Democrats Who Urged Al Franken to Quit. https://t.co/6ZhR7nwj1f,0.4019,0.184,0.0,0.816
62,01/06/2018 16:51:07,Council officials said the wooden plates pose a risk of food poisoning https://t.co/ga2F2n50hk,-0.7096,0.0,0.371,0.629,01/07/2018 18:41:01,The organizer of CES 2018 -- one of tech's biggest trade shows -- criticized for the lack of female keynote speaker… https://t.co/jz3QvDmGg7,-0.5859,0.0,0.194,0.806,01/07/2018 23:30:17,"JetBlue says it's handing out $21 million worth of bonuses to employees because of the corporate tax cut. All 21,00… https://t.co/zZqJOSRMp1",0.5267,0.215,0.082,0.703,01/07/2018 22:46:06,RT @foxnewspolitics: Trump slams 'flunky' CNN star Jake Tapper after Stephen Miller grilling flies off the rails    https://t.co/nwHmPxLnrj,0.0,0.0,0.0,1.0,01/07/2018 18:46:59,Steve Bannon’s Statement on Donald Trump Jr.. https://t.co/oszU3AEbPg,0.0,0.0,0.0,1.0
63,01/06/2018 15:50:45,"""It is called All The Money In The World, but you can't help feeling you're watching another picture, Kevin Spacey'… https://t.co/KdgjMdvKXK",-0.5334,0.0,0.189,0.811,01/07/2018 18:21:01,"Sen. Rand Paul says injuries from altercation with neighbor were ""living hell"" https://t.co/Ny0KXScH04 https://t.co/bYZ7h4R5O5",-0.6808,0.0,0.261,0.739,01/07/2018 23:00:20,"How good the market under President Trump really is, in one chart https://t.co/LbKyzKttJK https://t.co/v4FRDFTsnm",0.4404,0.182,0.0,0.818,01/07/2018 22:45:07,".@POTUS: ""We also obviously went into budgets, and we went into DACA... and we hope that we're going to work out an… https://t.co/Sg90O6ZkOy",0.4404,0.116,0.0,0.884,01/07/2018 18:30:59,The Neediest Cases Fund: Seeing More Than ‘Just Another Missing Teenager From the Bronx’. https://t.co/MFMmhfdfMc,-0.296,0.0,0.136,0.864
64,01/06/2018 14:10:32,"RT @BBCSport: It's a busy old afternoon in the #FACup. 

22 third-round ties kick-off at 15:00 GMT.

This way for team news &amp; build-up http…",0.0,0.0,0.0,1.0,01/07/2018 18:01:01,Tom Donilon and Mike Morell discuss their views on a range of foreign policy challenges facing the Trump administra… https://t.co/2ZNRSdwFrH,0.0772,0.067,0.0,0.933,01/07/2018 22:45:08,President Trump's first-year jobs record was strong. Just not as strong as Obama's last year.… https://t.co/TVAODRSUN9,0.765,0.32,0.0,0.68,01/07/2018 22:41:57,"NFL’s Roger Goodell not worried about TV ratings despite backlash over kneeling, concussions
   https://t.co/KGMbpXQI2m",0.2235,0.127,0.0,0.873,01/07/2018 18:29:59,Golden Globes 2018: Stars Will Take Activists to the Red Carpet. https://t.co/iagNWmSye4,0.0,0.0,0.0,1.0
65,01/06/2018 14:08:41,RT @bbcweather: Cold everywhere for the start of Sunday and in some spots in Scotland it could even get down as low as -15C.  If that happe…,-0.2732,0.0,0.075,0.925,01/07/2018 17:41:00,"CIA Director Mike Pompeo discusses the Trump administration's position on North Korea, Pakistan, Iran and more on… https://t.co/CzHPtFclNU",0.0,0.0,0.0,1.0,01/07/2018 22:30:06,"The Trump administration has revealed its master plan for securing the border — and it's going to cost $33 billion,… https://t.co/NQBatUrJcM",0.3182,0.108,0.0,0.892,01/07/2018 22:41:53,Mysterious x-ray emission may reveal nature of dark matter https://t.co/LxPOzaFZdM,0.0258,0.109,0.0,0.891,01/07/2018 17:45:59,Bannon Issues Apology for Attack on Trump’s Son. https://t.co/YRqgHA2wzT,-0.4404,0.106,0.274,0.619
66,01/06/2018 13:21:13,Sinn Féin MP apology over Kingsmill tweet on massacre anniversary https://t.co/SlGMhfw7fs,0.0516,0.107,0.0,0.893,01/07/2018 17:21:02,"""Donald Trump, Jr. is both a patriot and a good man,"" Steve Bannon says he regrets comments about Trump Jr. in new… https://t.co/JAYy6vTk0b",0.1027,0.119,0.102,0.779,01/07/2018 22:15:08,"The skeletons of two ancient infants, who lived and died in Alaska 11,500 years ago, are helping tell the story of… https://t.co/h44WrSRDmc",-0.34,0.085,0.14,0.775,01/07/2018 22:35:21,"RT @EricShawnTV: I anchor at 6 pm ET @FoxNews: The #WhiteHouse: @POTUS @realDonaldTrump and Macron say #Tehran uses #Iran's ""wealth to fund…",0.4939,0.144,0.0,0.856,01/07/2018 17:30:59,A Partial Win for Prosecutors Who Targeted Fraternity After Student’s Death. https://t.co/ftysgKyzgb,-0.0258,0.228,0.234,0.539
67,01/06/2018 13:14:58,"The comic capers of four British comedians stuck in New York 

https://t.co/yQDCVP6CaN https://t.co/s5UesGDirw",0.0516,0.145,0.132,0.724,01/07/2018 17:01:01,As the East Coast attempts to clean up from massive storm that brought more than a foot of snow and coastal floodin… https://t.co/EMOw1ADoVW,0.4019,0.114,0.0,0.886,01/07/2018 22:00:21,"""We're in a real constitutional crisis."" Investigative reporter Carl Bernstein says the task of reporting on Presid… https://t.co/zoyWnqMcHs",0.0,0.0,0.0,1.0,01/07/2018 22:30:18,"Boston firefighters battle fire, ice during blaze as deep freeze set to end https://t.co/b2rD9DqKrb",-0.5859,0.07,0.291,0.64,01/07/2018 17:16:59,Nathan Chen Leads Olympic Figure Skating Team; Ross Miner Is Bumped. https://t.co/zJvig7AKRu,0.0,0.0,0.0,1.0
68,01/06/2018 12:35:36,RT @BBCBusiness: Gender pay gap: More than 500 firms reveal their figures https://t.co/OciEXiuJg5,-0.1027,0.0,0.104,0.896,01/07/2018 16:41:01,"John Lithgow on the love that was basis for his new one-man Broadway show ""Stories By Heart,"" and how literature he… https://t.co/z8Kd02Qt4P",0.6369,0.167,0.0,0.833,01/07/2018 21:45:07,"World's longest glass bridge opens in Hebei, China https://t.co/qlgLreGWd7 (via @CNNTravel) https://t.co/OFhnsCXGVO",0.0,0.0,0.0,1.0,01/07/2018 22:22:20,"On ""Sunday Morning Futures with @MariaBartiromo,"" Sen. @ThomTillis slammed Democrats who have changed their tune ra… https://t.co/lTzWMDHJdR",0.0,0.0,0.0,1.0,01/07/2018 16:45:59,Coober Pedy Journal: Mending Fences in the War Between Dingoes and Sheep. https://t.co/pVybiYvLtS,-0.5994,0.0,0.245,0.755
69,01/06/2018 11:55:19,RT @BBCHughPym: High level demands for new thinking on NHS funding and cross-party approach - my blog - https://t.co/34iRN7RUsW,0.0,0.0,0.0,1.0,01/07/2018 16:28:01,"Steve Bannon says he regrets explosive comments about Trump Jr. and a meeting with Russian nationals, walking back… https://t.co/WIa3nSUTNx",-0.3612,0.0,0.128,0.872,01/07/2018 21:30:06,"""I think that he (President Trump) always has to keep (North Korean leader) Kim (Jong Un) on his toes."" - US ambass… https://t.co/46WNth7M6i",0.0,0.0,0.0,1.0,01/07/2018 22:21:53,"'Jumanji,' shockingly topples 'Star Wars: The Last Jedi' at the box office https://t.co/uBc8oYLqkW",-0.6486,0.0,0.325,0.675,01/07/2018 16:44:59,What to Cook: What to Cook This Week. https://t.co/6bXOW9Rh6I,0.0,0.0,0.0,1.0
70,01/06/2018 11:25:02,"RT @BBCSport: ⚡️ “This is why we love the FA Cup 😍🏆”

https://t.co/iV7DlJgoqE",0.6369,0.259,0.0,0.741,01/07/2018 16:21:01,The Golden Gate Bridge will get a suicide net that may both prevent deaths and send a signal about the preciousness… https://t.co/opl37BtPf4,-0.6597,0.047,0.191,0.763,01/07/2018 21:15:07,The 24 most grotesque lines from Jake Tapper's interview of White House senior adviser Stephen Miller… https://t.co/ZLfTHW5TpW,0.0,0.0,0.0,1.0,01/07/2018 22:16:55,Christians in Egypt celebrate Christmas after year marred by violence - via @christocarbone    https://t.co/ZGewkfCTgn,-0.1027,0.197,0.218,0.585,01/07/2018 16:30:59,Top Trump Adviser Continues Assault on Bannon in Heated TV Interview. https://t.co/rxYNM0ka0k,-0.4588,0.115,0.244,0.641
71,01/06/2018 10:49:00,"RT @bbcstories: ""If I inspire even just one or two young black people to take up the cello or any instrument then that's an amazing and won…",0.8176,0.238,0.0,0.762,01/07/2018 16:01:01,"Measuring Colorado's ""great experiment"" with marijuana, five years after the state voted to allow recreational use… https://t.co/1TDIsjuORK",0.7184,0.286,0.0,0.714,01/07/2018 21:00:09,Women share #WhyWeWearBlack ahead of Golden Globes https://t.co/iW0GJiOcdW https://t.co/rRtZ5TQnb5,0.296,0.216,0.0,0.784,01/07/2018 22:11:07,"'Mad Pooper' copycat makes 'vile' mess in driveway, Arkansas woman says https://t.co/MKBlcg4NIb",-0.6908,0.0,0.363,0.637,01/07/2018 16:15:59,Judge Faults U.S. for Holding Immigrant Defendants Freed on Bail. https://t.co/cstCCaesU3,-0.1027,0.182,0.209,0.608
72,01/06/2018 10:22:26,"Birmingham restaurant fined £50,000 over wooden serving boards https://t.co/CZKzvUDymK",0.0,0.0,0.0,1.0,01/07/2018 15:43:58,Takata air bags recall expands to 3.3 million vehicles -- making it the largest automotive recall in U.S. history… https://t.co/8d3LWTR7dk,0.1027,0.069,0.0,0.931,01/07/2018 20:45:04,Secretary of State Rex Tillerson's new line: President Trump is right on everything https://t.co/0Fjo7jSt6r (via @CNNOpinion),0.0,0.0,0.0,1.0,01/07/2018 22:07:06,"TONIGHT: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p ET… https://t.co/VoHxXFWJbO",0.7096,0.258,0.0,0.742,01/07/2018 16:00:59,Kushner’s Financial Ties to Israel Deepen Even With Mideast Diplomatic Role. https://t.co/KROPrYOYki,0.0,0.0,0.0,1.0
73,01/06/2018 10:15:40,Magilligan Prison park run first in NI https://t.co/wHmYTc2QXa,-0.5106,0.0,0.32,0.68,01/07/2018 15:41:01,"""It's the best feeling in the world,""  Greta Gerwig says on directing. The actress has earned plaudits for writing… https://t.co/aTU6eiTvyx",0.6908,0.241,0.0,0.759,01/07/2018 20:30:09,CIA director defends President Trump's mental abilities https://t.co/M8fQoFNtj9 https://t.co/cDtkvoQA0T,0.25,0.2,0.0,0.8,01/07/2018 22:05:03,".@AlanDersh: ""How dare liberals - people on the left - try to undo democracy by accusing a president of being menta… https://t.co/gH1oC8mjtQ",-0.1779,0.0,0.086,0.914,01/07/2018 15:59:59,"Golden Globes Briefing: Golden Globes 2018: Seth Meyers Will Host, and Actresses Will Wear Black. https://t.co/oYC94NYsK6",0.0,0.0,0.0,1.0
74,01/06/2018 10:15:40,NI tourism aims to expand with hotel increase in 2018 https://t.co/oUXSaHUmdT,0.5574,0.338,0.0,0.662,01/07/2018 15:21:30,"In minus 18° F cold, Boston firefighters battle a blaze for hours, as their hats turn to ice blocks and their jacke… https://t.co/GxD3J2oKcZ",-0.5423,0.0,0.191,0.809,01/07/2018 20:15:10,Water leak floods crowded JFK Airport baggage claim https://t.co/lyAB2vXjz4 https://t.co/ZzjBrTMoK5,-0.34,0.0,0.211,0.789,01/07/2018 22:04:54,"Betty White, 95, speaks about longevity, vodka and hot dogs https://t.co/gwpVS4FrTD",0.0,0.0,0.0,1.0,01/07/2018 14:29:58,Fujimori Urges Peruvians to Set Aside ‘Grudges’ After His Release. https://t.co/3rZNQ3nBJQ,0.0,0.0,0.0,1.0
75,01/06/2018 10:09:45,RT @BBCNewsbeat: Will Young has received an apology from Transport for London after the singer said he was called a homophobic slur by a bu…,0.0516,0.052,0.0,0.948,01/07/2018 15:01:01,"""SWATting"" prank prompts police to respond to San Francisco home to investigate fake 911 call… https://t.co/xdCMAU6kdL",-0.4767,0.0,0.171,0.829,01/07/2018 20:00:09,"""Fire and Fury"" author Michael Wolff says the 25th Amendment — which addresses the transition of powers if a presid… https://t.co/9DJWpEtppT",-0.7269,0.0,0.264,0.736,01/07/2018 22:01:27,"This morning on @foxandfriends, @LisaMarieBoothe discussed @TheDemocrats' recent approach to the issue of illegal i… https://t.co/40pCgCDbp7",-0.5574,0.0,0.194,0.806,01/07/2018 14:28:58,"Golden Globes 2018: At Starry Parties, #MeToo Is Barely Noted. https://t.co/U0ACPoAhiJ",0.4019,0.213,0.0,0.787
76,01/06/2018 09:45:57,John Worboys: Victims 'terrified' by prison release https://t.co/xGc0ltNra1,-0.6808,0.0,0.483,0.517,01/07/2018 14:41:32,A bystander captured video of a driver trying to reverse a car out of the Boston Harbor that was surrounded by rush… https://t.co/xLqpJcBghd,0.0,0.0,0.0,1.0,01/07/2018 19:45:09,"Here is former White House chief strategist Steve Bannon's full statement on comments attributed to him in ""Fire an… https://t.co/WFgbuLgpEn",-0.34,0.0,0.112,0.888,01/07/2018 21:57:01,"Trump: 'Fire and Fury' is 'fake book,' Camp David meeting 'great' https://t.co/xUynU7KjPq",-0.8481,0.0,0.505,0.495,01/07/2018 13:58:58,Golden Globes 2018: Where to Stream the Nominated Movies and TV Shows. https://t.co/v04TpJ3bXc,0.0,0.0,0.0,1.0
77,01/06/2018 08:40:10,RT @bbcweather: Scotland &amp; N Ireland: Cold and frosty start for most with a few wintry showers affecting SE Scotland. These showers may con…,0.0,0.0,0.0,1.0,01/07/2018 14:21:01,Single Powerball ticket sold in New Hampshire wins the $570 million jackpot https://t.co/IrW0pw9Nh6 https://t.co/5Dub7HhtzL,0.5719,0.222,0.0,0.778,01/07/2018 19:30:56,"Two commercial planes collide on the ground in Toronto, sparking a small fire and prompting the evacuation of dozen… https://t.co/tozpXKwIAc",-0.4019,0.0,0.179,0.821,01/07/2018 21:54:42,"Capt. Bob Wells on Olympic discussions between NoKo, SoKo: ""Anything that begins a process to essentially address n… https://t.co/wJYM3u9LES",0.25,0.105,0.0,0.895,01/07/2018 13:26:58,Golden Globes Briefing: Golden Globes 2018: What to Watch For. https://t.co/oYC94NYsK6,0.0,0.0,0.0,1.0
78,01/06/2018 08:40:03,RT @bbcweather: England &amp; Wales: Icy patches S/SW Eng - otherwise mainly cloudy start with patchy rain and hill snow across N Wales &amp; N/NE…,0.0,0.0,0.0,1.0,01/07/2018 14:03:05,Spirit Airlines passenger accused of inappropriately touching woman on flight https://t.co/Y6PWOmVLVx https://t.co/mjbf4sXg6i,-0.128,0.122,0.158,0.719,01/07/2018 19:15:07,"""It doesn't take a genius"" to see President Trump is ""badgering"" the Clinton Foundation investigation, says House I… https://t.co/F9OE3IXOHN",0.0,0.0,0.0,1.0,01/07/2018 21:53:01,".@VP: ""Rebuilding our military. Supporting law enforcement. Historic regulatory reform."" https://t.co/0AqYKEDrqP",0.4404,0.225,0.0,0.775,01/07/2018 13:13:58,Fujimori Calls on Peruvians to Set Aside ‘Grudges’ After His Release. https://t.co/3rZNQ3nBJQ,0.0,0.0,0.0,1.0
79,01/06/2018 04:12:44,Labour criticised over reaction to Iran protests https://t.co/ra0S4iYcoF,-0.5719,0.0,0.439,0.561,01/07/2018 13:48:05,"U.S. Ambassador Nikki Haley: ""Iranian regime is now on notice"" https://t.co/Cl7GLCXveJ https://t.co/bwyaX9IzKG",0.0,0.0,0.0,1.0,01/07/2018 19:00:19,New Homeland Security Secretary Kirstjen Nielsen secretary faces her first immigration litmus test… https://t.co/4IIbzqGJLr,0.34,0.156,0.0,0.844,01/07/2018 21:52:36,".@KevinJacksonTBS: ""[Barack Obama] lost 17,000 manufacturing jobs in the last year of his presidency, and President… https://t.co/2u89FuD9JI",-0.3182,0.0,0.126,0.874,01/07/2018 12:44:58,"The Befana Market, a Beloved Roman Tradition, Is Imperiled. https://t.co/qO3U39HaJ0",0.5106,0.292,0.0,0.708
80,01/06/2018 04:01:53,Government plans 'English hubs' to boost child literacy https://t.co/iJ3doxeUZf,0.4019,0.252,0.0,0.748,01/07/2018 13:33:06,"Why Michael Wolff's tell-all book is ""very serious"" for the White House https://t.co/xjZAUI9wGH https://t.co/iYZs36zTz3",-0.1513,0.0,0.109,0.891,01/07/2018 18:45:14,Saudi Arabia arrests 11 princes protesting cuts to perks https://t.co/i1txXespuD https://t.co/Jjb7O0O5qM,-0.7845,0.0,0.497,0.503,01/07/2018 21:51:02,".@POTUS, yesterday: ""There's been no collusion between us and the Russians. Now there has been collusion between… https://t.co/5G5UH1NnOH",-0.296,0.0,0.115,0.885,01/07/2018 12:43:58,Rohingya Militants in Myanmar Claim Responsibility for Attack. https://t.co/3Kj2OyjJl7,-0.4767,0.0,0.279,0.721
81,01/06/2018 02:39:18,Proton beam cancer treatment to start in Manchester in 2018 https://t.co/U0CEvg9HeQ,-0.6597,0.0,0.306,0.694,01/07/2018 13:18:09,.@60Minutes asks Russian network's editor-in-chief if it backed Trump https://t.co/BipXqpELlr https://t.co/PqoxeLk3I8,0.0258,0.099,0.0,0.901,01/07/2018 18:30:21,Here's a look at the week in politics https://t.co/2IBAcXbiud https://t.co/i1JPHnAXLU,0.0,0.0,0.0,1.0,01/07/2018 21:49:25,"RT @FoxBusiness: .@mattgaetz on if DOJ and FBI refuse to comply with a subpoena issued by Congress to turn over documents: ""People at the h…",-0.296,0.0,0.087,0.913,01/07/2018 10:13:57,"Homes that Sold for Around $600,000. https://t.co/ktJwtKNAkt",0.0,0.0,0.0,1.0
82,01/06/2018 01:20:46,Transport for London 'sorry' over Will Young abuse claims https://t.co/kpTsXN1MnU,-0.6369,0.0,0.318,0.682,01/07/2018 13:03:05,"Olympic boxer Paul Gonzales accused of lewd acts on girl he met at California gym, deputies say… https://t.co/JYOvLhsS4L",-0.296,0.0,0.115,0.885,01/07/2018 18:15:07,"This ministry has the ""intractable"" task of reuniting North and South Korea https://t.co/aE2YJdwCkt https://t.co/LnDFXx2FCa",0.0,0.0,0.0,1.0,01/07/2018 21:42:03,"UNICEF using biased information to blacklist Israel military, critics say https://t.co/ASIbxG4yim",-0.5106,0.0,0.323,0.677,01/07/2018 09:27:57,Trump’s Twitter Threats Put American Credibility on the Line. https://t.co/N8r75Lorzg,-0.4215,0.0,0.237,0.763
